fieldmap_name:      	1995
timestamp:          	2020-10-25_06-02-06
filename:           	2020-10-25_1995_Fieldmap_X=-8_8mm_Z=-750_750mm_Y=-1mm_ID=2962_Phase=0.0mm.dat
nr_magnets:         	1
magnet_name:        	1995
gap[mm]:            	15.8
control_gap[mm]:    	--
magnet_length[mm]:  	1200
phase[mm]:          	0
probex_temp[degC]:  	24.38
probey_temp[degC]:  	24.43
probez_temp[degC]:  	24.35
transd_temp[degC]:  	27.68
room_temp[degC]:    	23.74
magnet_temp[degC]:  	23.68
center_pos_z[mm]:   	0
center_pos_x[mm]:   	0
rotation[deg]:      	0

X[mm]	Y[mm]	Z[mm]	Bx[T]	By[T]	Bz[T]
---------------------------------------------------------------------------------------------
-8.000	-1.000	-750.000	3.8064650856e-06	-1.7249451109e-05	-2.0280781628e-05
-7.000	-1.000	-750.000	3.2135833963e-06	-1.8115968452e-05	-2.0502785770e-05
-6.000	-1.000	-750.000	3.4532348758e-06	-1.8784204260e-05	-2.0769918425e-05
-5.000	-1.000	-750.000	3.2609072700e-06	-1.7497436774e-05	-2.0791454958e-05
-4.000	-1.000	-750.000	3.2194504958e-06	-1.8567325030e-05	-1.9900566474e-05
-3.000	-1.000	-750.000	3.0110340631e-06	-1.8827207025e-05	-1.9664456103e-05
-2.000	-1.000	-750.000	3.1072623791e-06	-1.8956588402e-05	-2.0038116661e-05
-1.000	-1.000	-750.000	3.3103134801e-06	-1.8817788511e-05	-2.0628324429e-05
0.000	-1.000	-750.000	3.4388484755e-06	-1.8123282231e-05	-2.0565446260e-05
1.000	-1.000	-750.000	3.1102263933e-06	-1.9209036952e-05	-1.9691991977e-05
2.000	-1.000	-750.000	2.9839636891e-06	-1.8768710875e-05	-2.0021241286e-05
3.000	-1.000	-750.000	2.7804036522e-06	-1.8517008486e-05	-1.9714098754e-05
4.000	-1.000	-750.000	2.5878860914e-06	-1.7488511008e-05	-1.9875649157e-05
5.000	-1.000	-750.000	2.4774004012e-06	-1.8731782980e-05	-1.9486947427e-05
6.000	-1.000	-750.000	2.5832805797e-06	-1.8496186391e-05	-1.9385685898e-05
7.000	-1.000	-750.000	2.4847190433e-06	-1.7398415674e-05	-1.9243433873e-05
8.000	-1.000	-750.000	3.4415616058e-06	-1.7990676878e-05	-1.9285969524e-05
-8.000	-1.000	-749.500	3.5666236513e-06	-1.8048426868e-05	-2.0263925523e-05
-7.000	-1.000	-749.500	3.0466846668e-06	-1.8372879884e-05	-2.0760950104e-05
-6.000	-1.000	-749.500	3.3909547370e-06	-1.9640810342e-05	-2.0979617710e-05
-5.000	-1.000	-749.500	3.1052409715e-06	-1.8259231226e-05	-2.1036875511e-05
-4.000	-1.000	-749.500	3.0435306976e-06	-1.9101343497e-05	-1.9960186614e-05
-3.000	-1.000	-749.500	2.9845944830e-06	-1.9648616868e-05	-1.9695189341e-05
-2.000	-1.000	-749.500	2.9946262553e-06	-1.9155376764e-05	-1.9548142697e-05
-1.000	-1.000	-749.500	3.1292183053e-06	-1.9232709942e-05	-2.0410923636e-05
0.000	-1.000	-749.500	3.3815537585e-06	-1.8359864315e-05	-2.0492832546e-05
1.000	-1.000	-749.500	3.1727574158e-06	-1.9330119055e-05	-2.0109447148e-05
2.000	-1.000	-749.500	2.9102002354e-06	-1.9067386165e-05	-2.0150159302e-05
3.000	-1.000	-749.500	2.7853890739e-06	-1.9047056817e-05	-1.9749571656e-05
4.000	-1.000	-749.500	2.6307944082e-06	-1.8106923018e-05	-1.9738527188e-05
5.000	-1.000	-749.500	2.5918608094e-06	-1.9449335759e-05	-1.9653172547e-05
6.000	-1.000	-749.500	2.5146925025e-06	-1.8811220893e-05	-1.9726614151e-05
7.000	-1.000	-749.500	2.5059223178e-06	-1.7884341998e-05	-1.9390636103e-05
8.000	-1.000	-749.500	3.6547735051e-06	-1.8594341664e-05	-1.9200539232e-05
-8.000	-1.000	-749.000	3.2675341892e-06	-1.8490364933e-05	-2.0508427548e-05
-7.000	-1.000	-749.000	2.9506463058e-06	-1.9151286961e-05	-2.1128928202e-05
-6.000	-1.000	-749.000	3.2780068005e-06	-2.0337794438e-05	-2.1160870443e-05
-5.000	-1.000	-749.000	3.0456739630e-06	-1.8876284662e-05	-2.1036840540e-05
-4.000	-1.000	-749.000	3.1475794234e-06	-1.9887303687e-05	-2.0057867523e-05
-3.000	-1.000	-749.000	2.9625095307e-06	-2.0059075416e-05	-1.9675083058e-05
-2.000	-1.000	-749.000	3.1419632079e-06	-1.9913334826e-05	-1.9207452105e-05
-1.000	-1.000	-749.000	3.1148319050e-06	-1.9976040447e-05	-2.0693949619e-05
0.000	-1.000	-749.000	3.2938447433e-06	-1.8712199792e-05	-2.0529587248e-05
1.000	-1.000	-749.000	3.2055049344e-06	-1.9827448962e-05	-2.0324803198e-05
2.000	-1.000	-749.000	2.7433015059e-06	-1.9881855310e-05	-2.0280899388e-05
3.000	-1.000	-749.000	2.6555315619e-06	-1.9592478866e-05	-1.9888968178e-05
4.000	-1.000	-749.000	2.6516177728e-06	-1.8546383268e-05	-1.9915241520e-05
5.000	-1.000	-749.000	2.3080394255e-06	-2.0105794905e-05	-1.9714914510e-05
6.000	-1.000	-749.000	2.4626340911e-06	-1.9214738742e-05	-1.9915718270e-05
7.000	-1.000	-749.000	2.6522485666e-06	-1.8023395302e-05	-1.9579715956e-05
8.000	-1.000	-749.000	3.5928732764e-06	-1.8793622773e-05	-1.9172341047e-05
-8.000	-1.000	-748.500	3.2806590017e-06	-1.9032189925e-05	-2.0617942987e-05
-7.000	-1.000	-748.500	2.9939954615e-06	-1.9974801539e-05	-2.1354547935e-05
-6.000	-1.000	-748.500	3.1066925141e-06	-2.0708101116e-05	-2.1422803100e-05
-5.000	-1.000	-748.500	3.0229582170e-06	-1.9481561436e-05	-2.1091133643e-05
-4.000	-1.000	-748.500	3.1567904471e-06	-1.9916931882e-05	-1.9917655244e-05
-3.000	-1.000	-748.500	2.9968376178e-06	-2.0622215252e-05	-1.9787316256e-05
-2.000	-1.000	-748.500	3.2398330214e-06	-2.1027837836e-05	-1.9305520551e-05
-1.000	-1.000	-748.500	3.0914853651e-06	-2.0558763471e-05	-2.0935011622e-05
0.000	-1.000	-748.500	3.2554810093e-06	-1.9674767674e-05	-2.0920135313e-05
1.000	-1.000	-748.500	2.8635071556e-06	-2.0630021778e-05	-2.0623999423e-05
2.000	-1.000	-748.500	2.6709895947e-06	-2.0444995145e-05	-2.0462125001e-05
3.000	-1.000	-748.500	2.6116125412e-06	-2.0490848806e-05	-2.0118129276e-05
4.000	-1.000	-748.500	2.6095302048e-06	-1.9669558631e-05	-2.0288510257e-05
5.000	-1.000	-748.500	2.0849857086e-06	-2.0560375458e-05	-1.9634812682e-05
6.000	-1.000	-748.500	2.1954713988e-06	-1.9834389661e-05	-1.9943161362e-05
7.000	-1.000	-748.500	2.4832675008e-06	-1.8823490302e-05	-1.9574024219e-05
8.000	-1.000	-748.500	3.0745757897e-06	-1.9281041419e-05	-1.9446009744e-05
-8.000	-1.000	-748.000	3.4105165139e-06	-1.9586403995e-05	-2.0851091513e-05
-7.000	-1.000	-748.000	3.0122956508e-06	-2.0309911977e-05	-2.1600357453e-05
-6.000	-1.000	-748.000	2.9799889712e-06	-2.1416235381e-05	-2.1837587615e-05
-5.000	-1.000	-748.000	3.0673180764e-06	-2.0265416891e-05	-2.1106448875e-05
-4.000	-1.000	-748.000	2.8108179504e-06	-2.0704504060e-05	-2.0143197898e-05
-3.000	-1.000	-748.000	3.1025278412e-06	-2.1308915007e-05	-2.0177296932e-05
-2.000	-1.000	-748.000	3.2607173150e-06	-2.1272479859e-05	-1.9453511417e-05
